0.23996956646442413 [38 55 82]
0.23996956646442413 [38 55 82]
0.23747768998146057 [34 65 74]
0.2268514633178711 [ 43 115  38]
0.20791774988174438 [ 46  99 126]
0.2012401670217514 [ 46  99 126]
0.2012401670217514 [ 46  99 126]
0.2012401670217514 [ 46  99 126]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.16518791019916534 [ 48 128  89]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
0.15944349765777588 [ 65 128 122]
ACC 0.8664122137404581
