0.1771336793899536 [43 87 63]
0.1609046906232834 [ 50 122 122]
0.1609046906232834 [ 50 122 122]
0.14773735404014587 [ 75 100 127]
0.14773735404014587 [ 75 100 127]
0.14773735404014587 [ 75 100 127]
0.14773735404014587 [ 75 100 127]
0.14773735404014587 [ 75 100 127]
0.14773735404014587 [ 75 100 127]
0.14773735404014587 [ 75 100 127]
0.14773735404014587 [ 75 100 127]
0.14773735404014587 [ 75 100 127]
0.14773735404014587 [ 75 100 127]
0.14773735404014587 [ 75 100 127]
0.14545191824436188 [ 78 109  97]
0.14545191824436188 [ 78 109  97]
0.14545191824436188 [ 78 109  97]
0.14545191824436188 [ 78 109  97]
0.14545191824436188 [ 78 109  97]
0.14545191824436188 [ 78 109  97]
0.14545191824436188 [ 78 109  97]
0.14545191824436188 [ 78 109  97]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
0.14313490688800812 [ 49 128 128]
ACC 0.844574780058651
