0.13951493799686432 [41 61 57]
0.11738433688879013 [55 84 94]
0.11738433688879013 [55 84 94]
0.11738433688879013 [55 84 94]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.11498583108186722 [ 72 128  32]
0.1086718738079071 [86 90 76]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
0.08411727845668793 [ 41 128 128]
ACC 0.9090909090909091
