0.2390965223312378 [124  16 120]
0.1725286841392517 [ 71 124  71]
0.1725286841392517 [ 71 124  71]
0.1725286841392517 [ 71 124  71]
0.1725286841392517 [ 71 124  71]
0.1725286841392517 [ 71 124  71]
0.1725286841392517 [ 71 124  71]
0.1725286841392517 [ 71 124  71]
0.1725286841392517 [ 71 124  71]
0.1725286841392517 [ 71 124  71]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
0.16538254916667938 [ 54 128 113]
ACC 0.8908748824082785
