0.9393584132194519 [115  62  61]
0.7883850336074829 [45 70 88]
0.7883850336074829 [45 70 88]
0.756408154964447 [80 60 77]
0.756408154964447 [80 60 77]
0.756408154964447 [80 60 77]
0.756408154964447 [80 60 77]
0.756408154964447 [80 60 77]
0.756408154964447 [80 60 77]
0.756408154964447 [80 60 77]
0.756408154964447 [80 60 77]
0.756408154964447 [80 60 77]
0.756408154964447 [80 60 77]
0.7196517586708069 [128  73 128]
0.7196517586708069 [128  73 128]
0.7196517586708069 [128  73 128]
0.7196517586708069 [128  73 128]
0.7196517586708069 [128  73 128]
0.7196517586708069 [128  73 128]
0.7196517586708069 [128  73 128]
0.7196517586708069 [128  73 128]
0.7196517586708069 [128  73 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
0.6179049015045166 [109  90 128]
ACC 0.7697431018078021
