0.26467737555503845 [128  63  40]
0.26467737555503845 [128  63  40]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.21365520358085632 [ 26 128 104]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
0.1872663050889969 [ 90 128 115]
ACC 0.8534728829686014
