0.9703848361968994 [92 42 96]
0.8390113115310669 [ 70  99 122]
0.6607649326324463 [128  81  65]
0.6607649326324463 [128  81  65]
0.6607649326324463 [128  81  65]
0.6607649326324463 [128  81  65]
0.6607649326324463 [128  81  65]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
0.6161190867424011 [105 116  41]
ACC 0.7624633431085044
