0.21807466447353363 [50 64 13]
0.21807466447353363 [50 64 13]
0.207950621843338 [ 70 128  83]
0.15846195816993713 [ 49 128 110]
0.15846195816993713 [ 49 128 110]
0.15846195816993713 [ 49 128 110]
0.15846195816993713 [ 49 128 110]
0.15846195816993713 [ 49 128 110]
0.15846195816993713 [ 49 128 110]
0.15846195816993713 [ 49 128 110]
0.15846195816993713 [ 49 128 110]
0.15846195816993713 [ 49 128 110]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.14678038656711578 [ 95 125 128]
0.13880380988121033 [ 78 105 106]
0.13880380988121033 [ 78 105 106]
0.13880380988121033 [ 78 105 106]
0.13880380988121033 [ 78 105 106]
0.13880380988121033 [ 78 105 106]
0.13880380988121033 [ 78 105 106]
0.13880380988121033 [ 78 105 106]
0.13880380988121033 [ 78 105 106]
0.13880380988121033 [ 78 105 106]
0.13880380988121033 [ 78 105 106]
0.13880380988121033 [ 78 105 106]
ACC 0.8655139289145053
