0.13070076704025269 [108  91  35]
0.10550162196159363 [ 44 115  51]
0.10550162196159363 [ 44 115  51]
0.10550162196159363 [ 44 115  51]
0.09363014996051788 [ 39 127 128]
0.09363014996051788 [ 39 127 128]
0.08824615925550461 [ 32 100 128]
0.08824615925550461 [ 32 100 128]
0.08824615925550461 [ 32 100 128]
0.08824615925550461 [ 32 100 128]
0.08824615925550461 [ 32 100 128]
0.08824615925550461 [ 32 100 128]
0.08824615925550461 [ 32 100 128]
0.08824615925550461 [ 32 100 128]
0.08824615925550461 [ 32 100 128]
0.08824615925550461 [ 32 100 128]
0.08824615925550461 [ 32 100 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
0.07738086581230164 [ 49 106 128]
ACC 0.9164989939637826
