0.12508492171764374 [42 81 44]
0.11936836689710617 [48 87 35]
0.11936836689710617 [48 87 35]
0.09929408133029938 [ 32 106 105]
0.09929408133029938 [ 32 106 105]
0.09929408133029938 [ 32 106 105]
0.09929408133029938 [ 32 106 105]
0.09929408133029938 [ 32 106 105]
0.09929408133029938 [ 32 106 105]
0.09929408133029938 [ 32 106 105]
0.09336324781179428 [ 58  94 109]
0.09336324781179428 [ 58  94 109]
0.09336324781179428 [ 58  94 109]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
0.090980663895607 [ 65  90 102]
ACC 0.9114688128772636
