0.22528575360774994 [38 92 31]
0.20773492753505707 [79 18 76]
0.20320390164852142 [ 45  93 128]
0.19792373478412628 [79 18 76]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
0.15989938378334045 [128 102 120]
ACC 0.8567415730337079
