0.8085388541221619 [85 67 94]
0.6930848956108093 [ 62 127  62]
0.6738152503967285 [127 121  41]
0.6738152503967285 [127 121  41]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5809190273284912 [99 72 91]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
0.5330433249473572 [128 128  89]
ACC 0.7795801526717557
