0.18321490287780762 [38 90 79]
0.18321490287780762 [38 90 79]
0.17740288376808167 [ 36 127  83]
0.15770883858203888 [ 36 123 117]
0.15770883858203888 [ 36 123 117]
0.15770883858203888 [ 36 123 117]
0.15770883858203888 [ 36 123 117]
0.15770883858203888 [ 36 123 117]
0.15770883858203888 [ 36 123 117]
0.15770883858203888 [ 36 123 117]
0.15770883858203888 [ 36 123 117]
0.15770883858203888 [ 36 123 117]
0.1474549025297165 [ 48 128 117]
0.1474549025297165 [ 48 128 117]
0.1474549025297165 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.1470300704240799 [ 48 128 117]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
0.13006822764873505 [ 65 128 121]
