0.21302078664302826 [107 118  39]
0.20277506113052368 [94 26 48]
0.20277506113052368 [94 26 48]
0.20277506113052368 [94 26 48]
0.16487835347652435 [74 96 32]
0.16487835347652435 [74 96 32]
0.16487835347652435 [74 96 32]
0.16487835347652435 [74 96 32]
0.16487835347652435 [74 96 32]
0.16487835347652435 [74 96 32]
0.16487835347652435 [74 96 32]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
0.14549419283866882 [58 80 71]
ACC 0.8464991023339318
