0.8238869309425354 [117 121  43]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.754953145980835 [51 65 73]
0.7243309020996094 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
0.6446637511253357 [106 128  44]
ACC 0.7684918347742555
