0.136601984500885 [68 89 34]
0.12331442534923553 [114  85  55]
0.12331442534923553 [114  85  55]
0.12331442534923553 [114  85  55]
0.12331442534923553 [114  85  55]
0.10955210775136948 [ 92  85 113]
0.09651004523038864 [95 78 44]
0.09651004523038864 [95 78 44]
0.09651004523038864 [95 78 44]
0.09651004523038864 [95 78 44]
0.09651004523038864 [95 78 44]
0.09651004523038864 [95 78 44]
0.09651004523038864 [95 78 44]
0.09651004523038864 [95 78 44]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
0.0802512839436531 [102  87  95]
ACC 0.8974600188146754
