0.7637599110603333 [78 66 93]
0.6607374548912048 [112 126  57]
0.6607374548912048 [112 126  57]
0.6607374548912048 [112 126  57]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
0.6157522797584534 [44 80 60]
ACC 0.7454017424975798
