1.0324724912643433 [73 70 75]
1.0178372859954834 [ 90 123  41]
0.9916899800300598 [128 121  41]
0.6265259385108948 [128  70  90]
0.6265259385108948 [128  70  90]
0.6265259385108948 [128  70  90]
0.6265259385108948 [128  70  90]
0.6265259385108948 [128  70  90]
0.6265259385108948 [128  70  90]
0.6265259385108948 [128  70  90]
0.6265259385108948 [128  70  90]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
0.5503529906272888 [128 128  41]
ACC 0.8170616113744076
