0.28083911538124084 [ 87 125  42]
0.26132717728614807 [69 66 67]
0.2478153258562088 [ 43 125 111]
0.24441218376159668 [91 97 22]
0.23561997711658478 [113 128  53]
0.23561997711658478 [113 128  53]
0.23561997711658478 [113 128  53]
0.23561997711658478 [113 128  53]
0.23561997711658478 [113 128  53]
0.23561997711658478 [113 128  53]
0.21916982531547546 [68 59 49]
0.21629966795444489 [ 45  83 106]
0.21629966795444489 [ 45  83 106]
0.1893663853406906 [91 79 22]
0.1893663853406906 [91 79 22]
0.1893663853406906 [91 79 22]
0.1893663853406906 [91 79 22]
0.1893663853406906 [91 79 22]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
0.180342897772789 [62 79 98]
ACC 0.8956602031394275
