0.19056770205497742 [24 98 40]
0.18378141522407532 [60 93 12]
0.18378141522407532 [60 93 12]
0.18378141522407532 [60 93 12]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.12712793052196503 [ 50  85 119]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
0.11692332476377487 [ 78 128 128]
ACC 0.8861244019138756
