0.8437154293060303 [99 94 81]
0.7464737296104431 [128  86 107]
0.7464737296104431 [128  86 107]
0.7341223359107971 [98 95 74]
0.7341223359107971 [98 95 74]
0.7341223359107971 [98 95 74]
0.7341223359107971 [98 95 74]
0.6567731499671936 [100 122  69]
0.6567731499671936 [100 122  69]
0.6567731499671936 [100 122  69]
0.6567731499671936 [100 122  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
0.39899492263793945 [125  96  69]
ACC 0.8134469696969697
