1.007525086402893 [98 62 68]
0.8512194156646729 [ 94 115  83]
0.8512194156646729 [ 94 115  83]
0.8440463542938232 [127  97  47]
0.7429227828979492 [94 98 63]
0.7429227828979492 [94 98 63]
0.7429227828979492 [94 98 63]
0.7429227828979492 [94 98 63]
0.7429227828979492 [94 98 63]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
0.6241186261177063 [128  98  74]
ACC 0.777137367915466
