0.789302408695221 [84 63 99]
0.7779923677444458 [ 91 118  95]
0.7779923677444458 [ 91 118  95]
0.7779923677444458 [ 91 118  95]
0.6825634241104126 [ 81 126 128]
0.6825634241104126 [ 81 126 128]
0.6825634241104126 [ 81 126 128]
0.6825634241104126 [ 81 126 128]
0.6825634241104126 [ 81 126 128]
0.6825634241104126 [ 81 126 128]
0.6825634241104126 [ 81 126 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.6783709526062012 [ 56  76 128]
0.4969630539417267 [ 57 128 122]
0.4969630539417267 [ 57 128 122]
0.4969630539417267 [ 57 128 122]
0.4969630539417267 [ 57 128 122]
0.4969630539417267 [ 57 128 122]
0.4969630539417267 [ 57 128 122]
0.4969630539417267 [ 57 128 122]
0.4969630539417267 [ 57 128 122]
0.4969630539417267 [ 57 128 122]
0.4969630539417267 [ 57 128 122]
0.4969630539417267 [ 57 128 122]
ACC 0.7938931297709924
