1.175428032875061 [82 87 57]
0.9184138774871826 [51 48 66]
0.8428249955177307 [63 86 97]
0.8428249955177307 [63 86 97]
0.8428249955177307 [63 86 97]
0.8428249955177307 [63 86 97]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
0.7470221519470215 [103  82 104]
ACC 0.7723424270931326
